Gene Symbol,Chronic Module,Escape Module,Resolver Module,Intramodular Connectivity – Chronic,Intramodular Connectivity – Escape,Intramodular Connectivity – Resolver
INPP1,c5,e9,r9,0.456,0.516,0.292
INPP4A,c10,e6,r9,0.230,0.257,0.593
INPP4B,c8,e2,r9,0.506,0.354,0.386
INPP5B,c10,e9,r3,0.240,0.520,0.423
INTS12,c3,e9,r9,0.601,0.673,0.249
INTS3,c10,e9,r3,0.318,0.451,0.197
INTS7,c10,e9,r9,0.579,0.634,0.242
INTS8,c10,e9,r9,0.297,0.436,0.406
INTS9,c8,e9,r9,0.295,0.399,0.294
INVS,c1,e5,r9,0.266,0.360,0.269
IPCEF1,c3,e9,r2,0.490,0.437,0.461
IPO5,c2,e9,r9,0.289,0.400,0.317
IPO7,c2,e4,r5,0.543,0.411,0.171
IPPK,c10,e3,r9,0.322,0.558,0.156
IQGAP1,c1,e6,r9,0.287,0.905,0.862
IQGAP2,c1,e9,r9,0.314,0.361,0.318
IQSEC1,c7,e9,r3,0.243,0.633,0.293
IRAK1,c9,e9,r5,0.450,0.287,0.174
IRAK4,c10,e9,r3,0.268,0.303,0.335
IRF3,c10,e9,r2,0.330,0.477,0.678
IRF4,c10,e2,r6,0.327,0.583,0.570
IRF7,c3,e8,r9,0.642,0.564,0.196
IRF8,c7,e9,r8,0.379,0.397,0.661
IRGQ,c3,e1,r5,0.422,0.577,0.211
IRS2,c1,e9,r5,0.644,0.324,0.621
ISCA1,c1,e5,r5,0.265,0.616,0.396
ISCU,c2,e9,r9,0.482,0.481,0.093
ISG15,c1,e9,r9,0.220,0.547,0.237
ISG20,c10,e9,r7,0.457,0.515,0.611
ISG20L2,c10,e9,r9,0.394,0.533,0.315
IST1,c10,e4,r5,0.338,0.720,0.206
ISYNA1,c1,e2,r9,0.343,0.167,0.185
ITCH,c2,e9,r3,0.237,0.319,0.412
ITFG1,c2,e9,r9,0.273,0.488,0.428
ITGA4,c10,e9,r3,0.189,0.499,0.841
ITGA6,c1,e9,r9,0.298,0.463,0.223
ITGAE,c4,e9,r9,0.681,0.427,0.400
ITGAL,c8,e9,r2,0.501,0.695,0.536
ITGAM,c9,e9,r9,0.657,0.403,0.278
ITGAV,c10,e9,r3,0.240,0.326,0.427
ITGB1BP1,c1,e9,r9,0.378,0.630,0.459
ITGB2,c8,e2,r9,0.721,0.431,0.359
ITGB3BP,c10,e6,r1,0.515,0.805,0.583
ITGB7,c8,e2,r2,0.510,0.355,0.631
ITK,c10,e2,r9,0.195,0.294,0.377
ITM2A,c5,e1,r9,0.444,0.696,0.522
ITM2C,c4,e9,r6,0.550,0.328,0.471
ITPA,c10,e9,r2,0.474,0.526,0.493
ITPKB,c8,e2,r9,0.159,0.318,0.123
ITPR1,c1,e9,r4,0.293,0.534,0.713
IVNS1ABP,c8,e5,r3,0.111,0.928,0.393
JADE2,c10,e9,r7,0.316,0.541,0.166
JAG1,c2,e2,r5,0.423,0.471,0.325
JAK3,c10,e9,r9,0.231,0.652,0.438
JAM3,c1,e9,r9,0.205,0.522,0.216
JMJD1C,c2,e2,r5,0.631,0.708,0.394
JMJD6,c10,e5,r5,0.217,0.432,0.648
JMJD7,c1,e9,r9,0.302,0.554,0.158
JOSD1,c8,e2,r3,0.123,0.600,0.197
JTB,c10,e2,r9,0.352,0.406,0.374
JUN,c1,e9,r5,0.671,0.657,0.616
JUNB,c1,e2,r5,0.793,0.458,0.723
KANSL1L,c3,e9,r9,0.517,0.464,0.369
KANSL2,c10,e2,r5,0.182,0.318,0.393
KANSL3,c10,e4,r9,0.248,0.720,0.173
KARS,c10,e9,r9,0.547,0.419,0.218
KAT2B,c10,e9,r5,0.272,0.387,0.139
KAT6A,c10,e2,r6,0.169,0.707,0.500
KATNB1,c3,e9,r6,0.425,0.530,0.436
KBTBD2,c2,e9,r5,0.442,0.393,0.249
KBTBD4,c10,e5,r9,0.279,0.346,0.399
KCMF1,c10,e9,r9,0.264,0.540,0.346
KCNN4,c1,e9,r3,0.211,0.506,0.112
KCTD13,c10,e9,r9,0.252,0.466,0.256
KCTD17,c4,e9,r9,0.468,0.579,0.109
KCTD20,c3,e1,r9,0.474,0.527,0.213
KDELR2,c10,e9,r9,0.279,0.524,0.275
KDM1A,c4,e9,r3,0.504,0.393,0.427
KDM3A,c2,e9,r5,0.436,0.361,0.176
KDM3B,c10,e9,r9,0.397,0.345,0.281
KDM4A,c10,e9,r9,0.288,0.437,0.309
KDM4C,c3,e8,r9,0.277,0.917,0.240
KDM5A,c3,e9,r4,0.549,0.472,0.434
KDM5B,c3,e9,r3,0.694,0.348,0.373
KDM5C,c3,e9,r5,0.648,0.289,0.125
KDM6A,c10,e9,r5,0.305,0.492,0.187
KDM6B,c1,e2,r5,0.539,0.392,0.405
KDM7A,c1,e2,r3,0.397,0.949,0.274
KDSR,c10,e5,r5,0.259,0.443,0.080
KEAP1,c10,e2,r3,0.320,0.741,0.295
KHNYN,c2,e9,r9,0.381,0.381,0.217
KIAA0100,c10,e9,r9,0.257,0.493,0.234
KIAA0196,c10,e9,r9,0.471,0.319,0.561
KIAA0232,c2,e3,r6,0.361,0.357,0.447
KIAA0368,c2,e9,r3,0.379,0.327,0.451
KIAA0391,c10,e9,r9,0.474,0.490,0.532
KIAA0430,c4,e5,r9,0.554,0.193,0.302
KIAA0513,c4,e2,r9,0.787,0.257,0.157
KIAA0556,c3,e9,r3,0.299,0.422,0.126
KIAA0754,c3,e9,r9,0.387,0.654,0.350
KIAA0907,c1,e9,r9,0.186,0.474,0.517
KIAA0922,c10,e8,r9,0.364,0.151,0.349
KIAA0930,c6,e9,r9,0.702,0.414,0.307
KIAA1033,c3,e9,r9,0.450,0.459,0.261
KIAA1109,c10,e2,r3,0.207,0.249,0.489
KIAA1551,c1,e9,r4,0.292,0.473,0.623
KIDINS220,c3,e9,r9,0.330,0.587,0.452
KIF13B,c2,e2,r4,0.289,0.412,0.337
KIF1B,c7,e9,r9,0.605,0.399,0.269
KIF22,c10,e5,r6,0.226,0.438,0.383
KIF2A,c3,e5,r3,0.357,0.569,0.629
KIF3A,c1,e5,r3,0.196,0.247,0.354
KIF5C,c1,e9,r3,0.302,0.456,0.336
KIFAP3,c4,e9,r9,0.573,0.362,0.562
KIZ,c2,e9,r9,0.239,0.408,0.229
KLF10,c1,e5,r5,0.935,0.454,0.455
KLF12,c1,e9,r3,0.363,0.319,0.368
KLF13,c10,e2,r9,0.212,0.461,0.079
KLF2,c1,e9,r5,0.499,0.548,0.317
KLF3,c2,e9,r3,0.493,0.361,0.115
KLF4,c1,e7,r8,0.493,0.759,0.700
KLF6,c1,e5,r5,0.734,0.581,0.502
KLF9,c10,e9,r5,0.191,0.315,0.433
KLHDC10,c3,e2,r9,0.574,0.394,0.421
KLHDC2,c10,e9,r5,0.399,0.331,0.130
KLHDC4,c1,e9,r9,0.239,0.725,0.457
KLHL11,c2,e9,r5,0.398,0.422,0.188
KLHL18,c10,e9,r3,0.228,0.715,0.221
KLHL2,c3,e2,r9,0.431,0.402,0.352
KLHL20,c3,e9,r4,0.332,0.488,0.379
KLHL21,c8,e1,r6,0.129,0.309,0.365
KLHL36,c10,e9,r7,0.239,0.514,0.373
KLHL7,c10,e9,r5,0.330,0.519,0.186
KLKB1,c10,e9,r3,0.166,0.380,0.197
KLRB1,c1,e5,r9,0.303,0.259,0.245
KLRC3,c3,e9,r9,0.450,0.341,0.395
KLRC4,c10,e9,r3,0.200,0.605,0.222
KLRD1,c10,e9,r9,0.506,0.405,0.346
KLRG1,c1,e9,r9,0.259,0.424,0.102
KMT2A,c10,e9,r3,0.258,0.468,0.300
KNTC1,c10,e9,r9,0.348,0.343,0.154
KPNA1,c4,e2,r9,0.652,0.347,0.460
KPNA2,c1,e9,r5,0.420,0.491,0.325
KPNA3,c10,e9,r1,0.238,0.320,0.696
KPNA5,c8,e1,r3,0.115,0.574,0.525
KRAS,c3,e9,r9,0.636,0.383,0.382
KRBOX4,c3,e8,r9,0.356,0.530,0.259
KRCC1,c1,e1,r9,0.493,0.407,0.593
KRR1,c1,e4,r3,0.448,1.000,0.497
KRT10,c1,e9,r9,0.329,0.354,0.315
KRT86,c1,e3,r3,0.417,0.602,0.259
KTN1,c2,e9,r3,0.375,0.376,0.718
KXD1,c10,e9,r7,0.502,0.489,0.233
LAG3,c8,e1,r1,0.374,0.626,0.401
LAGE3,c3,e9,r9,0.530,0.439,0.146
LAMB3,c1,e9,r3,0.457,0.360,0.157
LAMTOR2,c3,e9,r9,0.739,0.700,0.242
LAMTOR3,c8,e9,r3,0.389,0.405,0.321
LANCL1,c10,e9,r9,0.453,0.443,0.588
LARP1,c4,e9,r9,0.438,0.531,0.423
LARP4B,c1,e9,r2,0.347,0.400,0.498
LARP7,c2,e9,r3,0.359,0.446,0.553
LAT,c6,e9,r2,0.955,0.646,0.571
LATS1,c10,e2,r5,0.234,0.277,0.132
LBH,c1,e9,r9,0.630,0.647,0.666
LBR,c3,e2,r9,0.979,0.392,0.598
LCK,c6,e9,r2,0.860,0.462,0.408
LCMT1,c3,e4,r9,0.583,0.392,0.295
LCMT2,c10,e3,r9,0.226,0.482,0.366
LCP2,c1,e9,r9,0.306,0.418,0.559
LDB1,c10,e9,r9,0.294,0.487,0.085
LDLR,c1,e8,r7,0.362,0.359,0.259
LDLRAD4,c1,e9,r9,0.270,0.898,0.145
LDLRAP1,c10,e9,r9,0.300,0.503,0.317
LEF1,c1,e9,r9,0.441,0.415,0.368
LEMD3,c10,e4,r5,0.428,0.650,0.133
LEPROT,c10,e9,r9,0.269,0.411,0.155
LETM1,c10,e2,r7,0.312,0.397,0.166
LETMD1,c8,e9,r1,0.504,0.390,0.438
LGALS1,c8,e9,r7,0.551,0.423,0.565
LGALS2,c7,e7,r8,0.358,0.709,0.635
LGALS3,c1,e9,r9,0.368,0.321,0.220
LGALS8,c2,e9,r3,0.287,0.400,0.408
LILRB2,c7,e7,r8,0.758,0.847,0.309
LILRB3,c7,e9,r3,0.354,0.403,0.199
LIMD2,c10,e4,r7,0.454,0.821,0.617
LIMK2,c10,e1,r5,0.186,0.296,0.359
LIN37,c10,e9,r9,0.273,0.374,0.336
LIN7B,c10,e7,r7,0.168,0.428,0.251
LIN7C,c10,e9,r3,0.264,0.548,0.441
LINC00094,c4,e9,r9,0.375,0.346,0.419
LINC00339,c3,e9,r9,0.532,0.490,0.455
LINC00341,c8,e2,r9,0.562,0.264,0.442
LIPA,c10,e9,r9,0.267,0.589,0.278
LMBR1L,c2,e2,r5,0.448,0.475,0.198
LMBRD1,c10,e5,r3,0.248,0.574,0.495
LMNA,c1,e9,r3,0.776,0.364,0.223
LMNB1,c10,e9,r9,0.479,0.474,0.251
LMNB2,c1,e2,r9,0.327,0.414,0.196
LMO2,c7,e7,r8,1.000,0.485,0.545
LMTK2,c10,e9,r6,0.260,0.324,0.447
LOC100507577,c1,e9,r9,0.302,0.341,0.319
LOC728392,c10,e9,r3,0.282,0.527,0.278
LPCAT4,c6,e6,r9,0.466,0.663,0.167
LPIN1,c2,e9,r3,0.356,0.499,0.418
LPIN2,c3,e2,r9,0.382,0.525,0.823
LPP,c10,e9,r3,0.315,0.420,0.368
LPXN,c1,e1,r9,0.568,0.718,0.523
LRBA,c10,e9,r3,0.356,0.482,0.480
LRIG1,c8,e9,r6,0.144,0.339,0.581
LRMP,c2,e9,r6,0.376,0.365,0.386
LRP10,c10,e9,r9,0.363,0.592,0.378
LRP5L,c10,e9,r9,0.247,0.651,0.196
LRPAP1,c9,e9,r9,0.296,0.476,0.244
LRPPRC,c10,e9,r3,0.253,0.364,0.360
LRRC40,c2,e9,r3,0.710,0.338,0.404
LRRC41,c1,e9,r6,0.263,0.446,0.356
LRRC42,c10,e9,r7,0.393,0.412,0.233
LRRC47,c3,e2,r9,0.531,0.467,0.229
LRRC8D,c1,e9,r9,0.236,0.403,0.400
LSG1,c3,e9,r3,0.223,0.418,0.326
LSM14B,c10,e2,r3,0.201,0.257,0.130
LSM2,c10,e9,r9,0.440,0.328,0.213
LSM3,c5,e9,r9,0.522,0.390,0.364
LSM6,c10,e9,r9,0.457,0.383,0.417
LSM7,c8,e9,r7,0.382,0.421,0.448
LSM8,c3,e9,r9,0.752,0.546,0.208
LSP1,c6,e9,r7,0.577,0.422,0.690
LST1,c7,e9,r8,0.840,0.574,0.341
LTB,c1,e2,r2,0.321,0.538,0.456
LTN1,c3,e3,r9,0.328,0.683,0.300
LUC7L,c10,e9,r3,0.202,0.694,0.267
LUC7L3,c10,e9,r2,0.305,0.445,0.666
LUZP1,c4,e9,r9,0.377,0.517,0.337
LY6E,c8,e6,r7,0.454,0.605,0.361
LY75,c1,e9,r2,0.380,0.501,0.685
LY9,c8,e9,r9,0.371,0.455,0.319
LYL1,c10,e9,r3,0.173,0.373,0.178
LYN,c7,e7,r8,0.566,0.676,0.354
LYPD3,c8,e9,r5,0.141,0.363,0.250
LYPLA1,c5,e9,r3,0.457,0.412,0.256
LYRM1,c3,e2,r9,0.824,0.373,0.378
LYRM4,c10,e9,r9,0.339,0.405,0.469
LYRM9,c10,e9,r9,0.350,0.355,0.419
LYST,c4,e9,r9,0.435,0.452,0.531
LYZ,c7,e7,r8,0.729,1.000,0.670
M6PR,c10,e7,r9,0.469,0.371,0.599
MACF1,c9,e7,r3,0.768,0.496,0.426
MAD1L1,c10,e9,r9,0.799,0.380,0.233
MAD2L1,c3,e5,r9,0.589,0.690,0.440
MADD,c2,e9,r6,0.230,0.416,0.456
MAEA,c10,e9,r4,0.310,0.361,0.457
MAFB,c7,e7,r8,0.646,0.425,0.860
MAFF,c2,e5,r5,0.362,0.660,0.493
MAFG,c10,e9,r5,0.217,0.322,0.255
MAGED1,c8,e9,r9,0.356,0.340,0.362
MAGED2,c4,e9,r9,0.569,0.601,0.223
MAGEH1,c10,e5,r4,0.179,0.286,0.439
MAGOH,c10,e9,r9,0.288,0.569,0.122
MAK16,c1,e9,r3,0.244,0.482,0.277
MAL,c10,e9,r5,0.298,0.504,0.227
MALT1,c1,e9,r5,0.265,0.508,0.309
MAML1,c3,e9,r3,0.665,0.421,0.281
MAN1A1,c10,e9,r9,0.547,0.384,0.404
MAN2A1,c10,e9,r3,0.240,0.346,0.402
MAN2B1,c10,e9,r9,0.256,0.552,0.255
MAN2B2,c10,e6,r9,0.307,0.850,0.226
MANF,c3,e4,r9,0.719,0.268,0.353
MAP1LC3B,c8,e9,r9,0.298,0.526,0.315
MAP2K1,c1,e1,r9,0.412,0.655,0.489
MAP2K4,c8,e6,r9,0.118,0.302,0.264
MAP2K5,c10,e9,r9,0.314,0.679,0.261
MAP2K6,c9,e2,r9,0.677,0.248,0.274
MAP3K1,c10,e9,r1,0.217,0.336,0.981
MAP3K12,c10,e2,r9,0.208,0.359,0.309
MAP3K14,c3,e9,r6,0.390,0.446,0.268
MAP3K2,c2,e2,r3,0.309,0.383,0.311
MAP3K3,c10,e8,r7,0.360,0.461,0.198
MAP3K4,c10,e2,r9,0.250,0.328,0.235
MAP3K5,c9,e2,r9,0.437,0.548,0.485
MAP3K8,c2,e8,r5,0.280,0.736,0.276
MAP4,c10,e9,r9,0.289,0.568,0.273
MAP4K1,c8,e5,r2,0.450,0.179,0.663
MAP4K3,c10,e9,r5,0.201,0.528,0.244
MAP4K4,c1,e9,r3,0.325,0.445,0.371
MAP4K5,c2,e9,r5,0.355,0.434,0.179
MAP7D1,c10,e9,r7,0.461,0.469,0.512
MAPK13,c10,e2,r9,0.465,0.141,0.559
MAPK14,c10,e9,r9,0.219,0.366,0.374
MAPK1IP1L,c8,e2,r5,0.106,0.598,0.249
MAPK6,c2,e9,r9,0.387,0.429,0.236
MAPK7,c2,e9,r5,0.377,0.442,0.157
MAPK8,c2,e9,r3,0.294,0.374,0.393
MAPK8IP1,c1,e9,r3,0.317,0.416,0.168
MAPKAPK3,c8,e2,r9,0.266,0.557,0.365
MAPKAPK5,c10,e9,r3,0.229,0.364,0.272
MAPRE1,c10,e9,r3,0.262,0.448,0.089
MAPRE2,c10,e2,r5,0.222,0.300,0.227
2-Mar,c10,e9,r9,0.331,0.655,0.381
5-Mar,c10,e2,r3,0.350,0.516,0.300
7-Mar,c2,e2,r3,0.296,0.261,0.320
8-Mar,c10,e9,r3,0.588,0.376,0.202
MARK3,c2,e1,r3,0.341,0.340,0.432
MAST3,c5,e9,r9,0.566,0.537,0.279
MAT2A,c1,e5,r5,0.470,0.153,0.395
MAT2B,c1,e2,r9,0.490,0.567,0.781
MBD4,c3,e4,r3,0.308,0.250,0.409
MBIP,c2,e9,r5,0.447,0.357,0.184
MC1R,c10,e2,r8,0.144,0.321,0.365
MCCC1,c3,e9,r3,0.331,0.399,0.397
MCCC2,c10,e9,r9,0.347,0.427,0.554
MCFD2,c10,e5,r9,0.369,0.612,0.279
MCM2,c10,e9,r9,0.455,0.323,0.225
MCM3,c6,e9,r9,0.763,0.324,0.658
MCM3AP,c2,e9,r9,0.266,0.432,0.415
MCM4,c10,e9,r7,0.584,0.434,0.368
MCM5,c10,e1,r9,0.418,0.434,0.298
MCM6,c3,e5,r9,0.653,0.316,0.259
MCM7,c10,e9,r9,0.525,0.530,0.332
MCTS1,c3,e2,r9,0.657,0.301,0.798
MCUR1,c8,e9,r9,0.434,0.493,0.336
MDC1,c3,e9,r9,0.365,0.420,0.342
MDFIC,c1,e2,r9,0.257,0.414,0.803
MDH1,c5,e9,r9,0.794,0.364,0.426
MDH2,c10,e9,r2,0.556,0.365,0.512
MDM4,c10,e9,r9,0.252,0.395,0.298
MDN1,c1,e9,r3,0.297,0.448,0.452
ME2,c10,e2,r9,0.330,0.323,0.532
MEA1,c1,e2,r4,0.520,0.166,0.574
MEAF6,c3,e6,r9,0.583,0.298,0.347
MECP2,c3,e9,r5,0.619,0.447,0.130
MED13,c3,e9,r2,0.518,0.420,0.563
MED13L,c1,e9,r5,0.341,0.528,0.187
MED14,c8,e9,r9,0.181,0.594,0.149
MED15,c10,e9,r1,0.220,0.470,0.421
MED17,c10,e2,r3,0.283,0.424,0.472
MED27,c5,e9,r9,0.337,0.714,0.338
MED28,c10,e3,r8,0.550,0.842,0.219
MED4,c2,e2,r3,0.276,0.347,0.316
MED6,c10,e9,r4,0.172,0.508,0.346
MED9,c3,e3,r5,0.381,0.314,0.132
MEGF9,c10,e9,r9,0.305,0.345,0.473
MEN1,c1,e9,r9,0.340,0.542,0.408
MEPCE,c10,e9,r6,0.505,0.439,0.390
METAP1,c10,e9,r3,0.360,0.604,0.281
METTL17,c1,e9,r9,0.277,0.379,0.478
METTL18,c3,e9,r9,0.493,0.470,0.468
METTL22,c5,e4,r9,0.378,0.499,0.260
METTL3,c7,e9,r9,0.152,0.399,0.648
MEX3C,c2,e9,r9,0.285,0.600,0.328
MFAP1,c10,e9,r9,0.388,0.556,0.354
MFAP3,c4,e9,r9,0.671,0.312,0.230
MFGE8,c7,e9,r9,0.375,0.375,0.212
MFNG,c1,e9,r2,0.317,0.540,0.427
MFSD1,c10,e9,r9,0.237,0.340,0.411
MFSD6,c10,e2,r3,0.263,0.199,0.387
MFSD7,c10,e9,r3,0.209,0.316,0.171
MGAT1,c10,e9,r9,0.693,0.369,0.342
MGAT4A,c4,e1,r9,0.530,0.330,0.198
MGMT,c8,e9,r9,0.354,0.479,0.220
MGRN1,c10,e2,r9,0.293,0.402,0.223
MGST3,c6,e9,r9,0.672,0.690,0.435
MIA3,c3,e9,r3,0.419,0.363,0.361
MICALL1,c10,e9,r9,0.591,0.482,0.276
MICB,c10,e9,r9,0.489,0.485,0.415
MICU2,c10,e2,r9,0.325,0.589,0.547
MIEF1,c3,e9,r9,0.291,0.361,0.257
MIF,c10,e2,r7,0.571,0.327,0.437
MINA,c1,e5,r3,0.231,0.200,0.369
MIOS,c10,e9,r9,0.445,0.452,0.503
MIS18A,c1,e9,r9,0.194,0.540,0.209
MIS18BP1,c2,e2,r3,0.280,0.390,0.562
MKLN1,c10,e1,r3,0.207,0.517,0.375
MKNK1,c10,e7,r3,0.342,0.495,0.272
MKNK2,c10,e5,r9,0.433,0.462,0.168
MKRN2,c2,e5,r9,0.394,0.684,0.309
MLC1,c10,e9,r3,0.289,0.531,0.108
MLEC,c1,e9,r4,0.434,0.380,0.498
MLF2,c3,e9,r9,0.588,0.327,0.289
MLH1,c3,e9,r9,0.491,0.431,0.309
MLLT11,c10,e5,r9,0.362,0.302,0.472
MLLT3,c1,e9,r5,0.436,0.530,0.274
MLX,c10,e9,r9,0.380,0.479,0.390
MMADHC,c10,e2,r9,0.399,0.221,0.308
MMD,c10,e8,r5,0.401,0.700,0.281
MMP9,c10,e9,r3,0.169,0.431,0.150
MNAT1,c3,e9,r4,0.609,0.571,0.368
MNT,c7,e9,r5,0.095,0.572,0.319
MOAP1,c10,e9,r9,0.353,0.499,0.157
MORC2,c10,e2,r9,0.180,0.140,0.242
MORC3,c3,e9,r9,0.492,0.521,0.438
MORF4L2,c2,e2,r3,0.589,0.710,0.428
MOSPD3,c10,e8,r9,0.260,0.849,0.200
MPC1,c10,e9,r3,0.430,0.446,0.389
MPC2,c10,e9,r9,0.276,0.368,0.343
MPG,c10,e9,r9,0.443,0.442,0.137
MPHOSPH10,c2,e3,r3,0.360,0.455,0.421
MPHOSPH6,c10,e9,r9,0.276,0.474,0.458
MPHOSPH8,c10,e9,r1,0.264,0.372,0.533
MPHOSPH9,c10,e9,r3,0.348,0.448,0.336
MPRIP,c10,e2,r9,0.247,0.319,0.341
MPV17,c6,e7,r9,0.534,0.225,0.440
MR1,c10,e9,r9,0.343,0.551,0.247
MRE11A,c2,e6,r9,0.161,0.392,0.626
MREG,c10,e9,r9,0.323,0.511,0.287
MRFAP1L1,c1,e1,r9,0.318,0.576,0.457
MRPL11,c10,e9,r9,0.495,0.517,0.275
MRPL15,c10,e1,r9,0.575,0.388,0.248
MRPL16,c3,e9,r9,0.325,0.398,0.394
MRPL18,c4,e9,r9,0.412,0.348,0.409
MRPL19,c5,e9,r9,0.392,0.385,0.349
MRPL20,c3,e9,r9,0.642,0.462,0.785
MRPL22,c1,e3,r3,0.276,0.616,0.327
MRPL23,c10,e9,r7,0.455,0.357,0.421
MRPL24,c10,e9,r2,0.538,0.568,0.508
MRPL28,c1,e3,r9,0.299,0.291,0.105
MRPL3,c1,e9,r9,0.500,0.313,0.191
MRPL33,c10,e9,r9,0.361,0.415,0.415
MRPL34,c10,e9,r6,0.264,0.524,0.376
MRPL40,c3,e9,r9,0.459,0.583,0.427
MRPL42,c10,e9,r9,0.287,0.321,0.416
MRPL48,c1,e9,r9,0.265,0.487,0.255
MRPL49,c10,e9,r9,0.320,0.424,0.235
MRPL57,c10,e5,r9,0.754,0.450,0.318
MRPL9,c10,e9,r9,0.341,0.438,0.364
MRPS14,c1,e9,r2,0.176,0.382,0.591
MRPS16,c3,e9,r9,0.617,0.459,0.131
MRPS17,c10,e6,r3,0.377,0.369,0.317
MRPS18B,c10,e5,r7,0.359,0.474,0.382
MRPS2,c10,e9,r7,0.345,0.523,0.356
MRPS22,c2,e5,r3,0.226,0.509,0.419
MRPS27,c6,e5,r2,0.642,0.180,0.550
MRPS28,c10,e9,r9,0.305,0.473,0.597
MRPS30,c1,e9,r5,0.173,0.367,0.150
MRPS31,c3,e9,r2,0.451,0.468,0.732
MRPS33,c10,e9,r9,0.400,0.370,0.586
MRPS34,c5,e9,r7,0.365,0.743,0.251
MRPS35,c3,e5,r9,0.419,0.408,0.364
MRPS7,c10,e9,r9,0.390,0.401,0.273
MRTO4,c10,e9,r9,0.406,0.431,0.241
MSC,c10,e9,r6,0.314,0.441,0.551
MSH2,c1,e9,r9,0.425,0.589,0.294
MSH3,c10,e6,r3,0.259,0.611,0.343
MSH6,c10,e5,r9,0.255,0.581,0.259
MSL2,c1,e9,r3,0.176,0.607,0.223
MSMO1,c3,e9,r9,0.635,0.591,0.350
MSRA,c10,e6,r9,0.320,0.759,0.398
MT1F,c10,e9,r9,0.424,0.467,0.315
MT1X,c10,e9,r9,0.359,0.367,0.343
MT2A,c9,e9,r3,0.553,0.495,0.400
MTA2,c10,e9,r9,0.279,0.472,0.145
MTCH1,c2,e4,r6,0.344,0.394,0.550
MTCH2,c10,e2,r9,0.381,0.295,0.444
MTDH,c2,e4,r3,0.467,0.665,0.547
MTERF1,c4,e1,r4,0.388,0.404,0.562
MTERF3,c3,e9,r4,0.346,0.657,0.418
MTF1,c10,e3,r3,0.196,0.572,0.251
MTF2,c2,e2,r3,0.411,0.349,0.510
MTG1,c10,e9,r9,0.238,0.537,0.135
MTHFD1,c10,e5,r9,0.316,0.251,0.512
MTHFD2,c5,e9,r9,0.369,0.503,0.282
MTIF2,c8,e1,r9,0.106,0.691,0.410
MTM1,c10,e9,r9,0.179,0.505,0.410
MTMR1,c10,e9,r9,0.265,0.516,0.383
MTMR2,c5,e9,r3,0.340,0.466,0.441
MTMR4,c6,e8,r9,0.749,0.617,0.737
MTMR6,c2,e5,r3,0.361,0.369,0.512
MTMR9,c2,e2,r9,0.279,0.367,0.278
MTO1,c3,e5,r3,0.299,0.386,0.420
MTR,c2,e1,r3,0.403,0.676,0.318
MTRF1,c1,e9,r9,0.312,0.420,0.445
MTRR,c2,e9,r9,0.341,0.393,0.425
MTSS1,c6,e2,r9,0.482,0.222,0.503
MTUS2,c1,e9,r3,0.269,0.407,0.203
MTX2,c1,e9,r2,0.333,0.399,0.506
MUC8,c1,e9,r3,0.303,0.497,0.126
MUM1,c10,e9,r9,0.230,0.688,0.467
MUT,c3,e5,r9,0.349,0.509,0.265
MVB12B,c10,e9,r3,0.249,0.650,0.132
MVP,c10,e5,r9,0.305,0.272,0.504
MX1,c10,e9,r9,0.376,0.428,0.639
MX2,c8,e9,r9,0.103,0.480,0.383
MXD1,c10,e9,r5,0.256,0.416,0.322
MXI1,c10,e6,r5,0.277,0.283,0.394
MYCBP2,c1,e2,r9,0.303,0.252,0.317
MYD88,c1,e4,r2,0.194,0.515,0.445
MYL12A,c8,e9,r2,0.654,0.686,0.812
MYL12B,c1,e9,r9,0.388,0.467,0.332
MYL6B,c10,e9,r7,0.595,0.344,0.308
MYLIP,c1,e9,r5,0.553,0.362,0.507
MYNN,c10,e9,r9,0.250,0.399,0.421
MYO1F,c9,e9,r9,0.690,0.574,0.452
MYOM1,c10,e9,r9,0.239,0.366,0.229
MZT2A,c5,e3,r9,0.412,0.418,0.391
N4BP1,c10,e9,r6,0.292,0.628,0.584
N4BP2L1,c1,e9,r3,0.325,0.475,0.354
N4BP2L2,c10,e5,r3,0.258,0.391,0.501
NAA10,c8,e9,r9,0.442,0.420,0.328
NAA15,c1,e9,r5,0.476,0.368,0.328
NAA16,c2,e9,r9,0.408,0.421,0.157
NAA35,c7,e9,r3,0.122,0.438,0.433
NAA50,c3,e5,r3,0.678,0.791,0.323
NAB1,c5,e9,r6,0.503,0.646,0.498
NACA,c10,e9,r9,0.218,0.500,0.174
NAE1,c10,e9,r9,0.258,0.296,0.730
NAMPT,c10,e9,r5,0.440,0.413,0.512
NANS,c10,e9,r9,0.382,0.362,0.168
NAP1L4,c3,e9,r9,0.527,0.490,0.313
NAPG,c1,e9,r9,0.318,0.396,0.143
NARF,c10,e9,r5,0.305,0.558,0.179
NARS,c10,e1,r3,0.280,0.451,0.425
NAT10,c3,e3,r4,0.591,0.462,0.527
NBN,c2,e5,r1,0.252,0.383,0.745
NBPF1,c1,e1,r9,0.557,0.446,0.505
NBR1,c5,e2,r2,0.541,0.118,0.567
NCALD,c10,e9,r9,0.371,0.404,0.400
NCAPD2,c8,e9,r9,0.488,0.433,0.362
NCAPD3,c10,e9,r1,0.267,0.780,0.515
NCBP1,c2,e9,r3,0.397,0.327,0.333
NCBP2,c4,e9,r3,0.833,0.490,0.354
