Gene,Set,Signature Type
CCNA2,CM02,doering module
CCR2,CM02,doering module
CCR7,CM02,doering module
CD274,CM02,doering module
CD44,CM02,doering module
CD80,CM02,doering module
CENPK,CM02,doering module
CENPL,CM02,doering module
CEP68,CM02,doering module
CKS2,CM02,doering module
CLIC4,CM02,doering module
CNIH4,CM02,doering module
COBLL1,CM02,doering module
CORO2A,CM02,doering module
CRIP1,CM02,doering module
CRLF3,CM02,doering module
CRYBG3,CM02,doering module
CTLA4,CM02,doering module
CXCR3,CM02,doering module
DAPL1,CM02,doering module
DBF4,CM02,doering module
DCAF6,CM02,doering module
DDX28,CM02,doering module
DENND4A,CM02,doering module
DIRC2,CM02,doering module
DPH5,CM02,doering module
DSCC1,CM02,doering module
DSTN,CM02,doering module
DZIP1,CM02,doering module
EEA1,CM02,doering module
ELOVL7,CM02,doering module
ENPP1,CM02,doering module
ENTPD1,CM02,doering module
ERCC6L,CM02,doering module
ESM1,CM02,doering module
EVL,CM02,doering module
EZH2,CM02,doering module
FABP5,CM02,doering module
FAM46A,CM02,doering module
FAM78A,CM02,doering module
FCER1G,CM02,doering module
FEN1,CM02,doering module
FOXP1,CM02,doering module
GABARAPL1,CM02,doering module
GBP7,CM02,doering module
GBP4,CM02,doering module
GGH,CM02,doering module
GLMN,CM02,doering module
GNG2,CM02,doering module
GNPTAB,CM02,doering module
GZMA,CM02,doering module
GZMB,CM02,doering module
GZMK,CM02,doering module
H1F0,CM02,doering module
HAVCR2,CM02,doering module
HIP1,CM02,doering module
HMGB2,CM02,doering module
HOPX,CM02,doering module
HSPA4L,CM02,doering module
HTATIP2,CM02,doering module
ICOS,CM02,doering module
ID2,CM02,doering module
MNDA,CM02,doering module
IFITM1,CM02,doering module
IFNG,CM02,doering module
IFNGR1,CM02,doering module
IFNGR2,CM02,doering module
IFT80,CM02,doering module
IKBKE,CM02,doering module
IL10RA,CM02,doering module
IL18R1,CM02,doering module
IL18RAP,CM02,doering module
IL6ST,CM02,doering module
INSL6,CM02,doering module
INSR,CM02,doering module
ITGB3BP,CM02,doering module
JAKMIP1,CM02,doering module
KIF11,CM02,doering module
KLHDC1,CM02,doering module
KLRC4-KLRK1,CM02,doering module
KLRC4,CM02,doering module
KLRC1,CM02,doering module
KLRC3,CM02,doering module
KLRC2,CM02,doering module
KLRG1,CM02,doering module
KLRK1,CM02,doering module
LAMC1,CM02,doering module
LGALS1,CM02,doering module
LGALS3,CM02,doering module
LMNB1,CM02,doering module
LRP6,CM02,doering module
LTB,CM02,doering module
LXN,CM02,doering module
MARCKSL1,CM02,doering module
MDN1,CM02,doering module
MED7,CM02,doering module
MGST2,CM02,doering module
MKI67,CM02,doering module
MLKL,CM02,doering module
MPHOSPH6,CM02,doering module
MS4A6A,CM02,doering module
MS4A6E,CM02,doering module
MTHFS,CM02,doering module
ST20-MTHFS,CM02,doering module
MX1,CM02,doering module
MYCBP2,CM02,doering module
MYO5A,CM02,doering module
NCAPG,CM02,doering module
NFIL3,CM02,doering module
NLK,CM02,doering module
NUDT4,CM02,doering module
ORAI2,CM02,doering module
OSBPL3,CM02,doering module
PDK1,CM02,doering module
PELI1,CM02,doering module
PGLYRP1,CM02,doering module
PHLDA1,CM02,doering module
PIK3AP1,CM02,doering module
PLCB2,CM02,doering module
PLEK,CM02,doering module
PMAIP1,CM02,doering module
PRDM1,CM02,doering module
PRDX1,CM02,doering module
PRF1,CM02,doering module
PRKD2,CM02,doering module
PRKX,CM02,doering module
PRMT3,CM02,doering module
PTMS,CM02,doering module
PTPRJ,CM02,doering module
RABGAP1L,CM02,doering module
RALGPS2,CM02,doering module
RAPGEF6,CM02,doering module
RBBP8,CM02,doering module
REEP5,CM02,doering module
RGS10,CM02,doering module
RGS16,CM02,doering module
RILPL2,CM02,doering module
RNF144A,CM02,doering module
RORA,CM02,doering module
RPA2,CM02,doering module
RUNX2,CM02,doering module
S100A13,CM02,doering module
S100A4,CM02,doering module
S100A6,CM02,doering module
S1PR1,CM02,doering module
SAP30,CM02,doering module
SCML4,CM02,doering module
SELL,CM02,doering module
SERPINB6,CM02,doering module
SERPINB9,CM02,doering module
SESN1,CM02,doering module
C8orf44-SGK3,CM02,doering module
SGK3,CM02,doering module
SH3BP5,CM02,doering module
SIDT1,CM02,doering module
SLAMF7,CM02,doering module
SLC9A7,CM02,doering module
SNX10,CM02,doering module
SPC25,CM02,doering module
SPTY2D1,CM02,doering module
SSBP2,CM02,doering module
SSH2,CM02,doering module
STMN1,CM02,doering module
SYPL1,CM02,doering module
SYTL3,CM02,doering module
TBX21,CM02,doering module
TCF19,CM02,doering module
TCF7,CM02,doering module
TET1,CM02,doering module
TIGIT,CM02,doering module
TLR1,CM02,doering module
TMEM163,CM02,doering module
TOP2A,CM02,doering module
TTC28,CM02,doering module
TTC39B,CM02,doering module
TTC39C,CM02,doering module
VIM,CM02,doering module
VIPR1,CM02,doering module
VPS29,CM02,doering module
TCEAL9,CM02,doering module
ZDHHC2,CM02,doering module
ZNF519,CM02,doering module
ZHX2,CM02,doering module
ZNRF1,CM02,doering module
C14orf1,CM05,doering module
KIAA1841,CM05,doering module
KIAA0101,CM05,doering module
KIAA1109,CM05,doering module
C15orf48,CM05,doering module
ABCA3,CM05,doering module
ABHD12,CM05,doering module
ABHD2,CM05,doering module
ACP1,CM05,doering module
ACSS1,CM05,doering module
ACYP1,CM05,doering module
AK2,CM05,doering module
AKAP11,CM05,doering module
AKAP8L,CM05,doering module
AKAP9,CM05,doering module
AKT3,CM05,doering module
ALDOA,CM05,doering module
AP1S3,CM05,doering module
AP2S1,CM05,doering module
CENPS,CM05,doering module
APOBEC3H,CM05,doering module
APOO,CM05,doering module
APPL2,CM05,doering module
ARF1,CM05,doering module
ARHGAP11A,CM05,doering module
ARHGAP11B,CM05,doering module
ARHGAP19,CM05,doering module
ARHGAP19-SLIT1,CM05,doering module
ARID4A,CM05,doering module
ARID4B,CM05,doering module
ARL4C,CM05,doering module
ARPC4,CM05,doering module
ASF1B,CM05,doering module
ASH1L,CM05,doering module
ASNS,CM05,doering module
ASPM,CM05,doering module
ASRGL1,CM05,doering module
ATAD2,CM05,doering module
ATAD5,CM05,doering module
ATF7IP,CM05,doering module
ATP2A2,CM05,doering module
ATP8A1,CM05,doering module
AURKA,CM05,doering module
AURKB,CM05,doering module
C5orf51,CM05,doering module
BAK1,CM05,doering module
BARD1,CM05,doering module
BAZ2B,CM05,doering module
C1orf27,CM05,doering module
C6orf89,CM05,doering module
BCL2L1,CM05,doering module
BIN3,CM05,doering module
BIRC5,CM05,doering module
BLM,CM05,doering module
BLMH,CM05,doering module
BLVRA,CM05,doering module
BPTF,CM05,doering module
BRCA1,CM05,doering module
BRIP1,CM05,doering module
BRWD1,CM05,doering module
BSPRY,CM05,doering module
BTG1,CM05,doering module
BUB1,CM05,doering module
BUB1B,CM05,doering module
C1D,CM05,doering module
KIAA1524,CM05,doering module
C2orf42,CM05,doering module
CALCRL,CM05,doering module
CAPG,CM05,doering module
CARD6,CM05,doering module
CBR1,CM05,doering module
CBX5,CM05,doering module
CCDC124,CM05,doering module
CCDC28B,CM05,doering module
CCDC34,CM05,doering module
CCNB1,CM05,doering module
CCNB2,CM05,doering module
CCNE1,CM05,doering module
CCNE2,CM05,doering module
CD55,CM05,doering module
CD72,CM05,doering module
CDC20,CM05,doering module
CDC25B,CM05,doering module
CDC27,CM05,doering module
CDC6,CM05,doering module
CDCA2,CM05,doering module
CDCA3,CM05,doering module
CDCA7,CM05,doering module
CDCA8,CM05,doering module
CDH11,CM05,doering module
CDK2,CM05,doering module
CDKN1A,CM05,doering module
CDKN3,CM05,doering module
CENPA,CM05,doering module
CENPE,CM05,doering module
CENPF,CM05,doering module
CENPH,CM05,doering module
CENPN,CM05,doering module
CENPO,CM05,doering module
CEP55,CM05,doering module
CEP76,CM05,doering module
CFB,CM05,doering module
CFL1,CM05,doering module
CHAF1A,CM05,doering module
CHAF1B,CM05,doering module
CHCHD7,CM05,doering module
CHD3,CM05,doering module
CHD7,CM05,doering module
CHEK1,CM05,doering module
CISD1,CM05,doering module
CKAP2,CM05,doering module
CKAP2L,CM05,doering module
CKAP5,CM05,doering module
CKS1B,CM05,doering module
CLIC1,CM05,doering module
CLSPN,CM05,doering module
CMTM7,CM05,doering module
COPS5,CM05,doering module
COQ7,CM05,doering module
CORO1C,CM05,doering module
CPOX,CM05,doering module
CPT1A,CM05,doering module
CREBL2,CM05,doering module
CRIM1,CM05,doering module
CROT,CM05,doering module
CSRP1,CM05,doering module
CTNNA1,CM05,doering module
CXCL9,CM05,doering module
CYBA,CM05,doering module
CYP20A1,CM05,doering module
CYP51A1,CM05,doering module
CYTH3,CM05,doering module
DCK,CM05,doering module
DCTPP1,CM05,doering module
DENND2D,CM05,doering module
DERA,CM05,doering module
DGKH,CM05,doering module
DHFR2,CM05,doering module
DHFR,CM05,doering module
DLGAP5,CM05,doering module
DNAJA1,CM05,doering module
DNAJB9,CM05,doering module
DTL,CM05,doering module
DUSP10,CM05,doering module
DUT,CM05,doering module
DYRK2,CM05,doering module
E2F3,CM05,doering module
E2F7,CM05,doering module
E2F8,CM05,doering module
ECT2,CM05,doering module
EFHD2,CM05,doering module
EIF4H,CM05,doering module
ELOF1,CM05,doering module
ELOVL1,CM05,doering module
EMP1,CM05,doering module
ENO1,CM05,doering module
EPAS1,CM05,doering module
ERH,CM05,doering module
ERN1,CM05,doering module
ETFB,CM05,doering module
FAM122A,CM05,doering module
FAM83D,CM05,doering module
FBXL20,CM05,doering module
FBXO5,CM05,doering module
FCGR3B,CM05,doering module
FCGR3A,CM05,doering module
FEN1,CM05,doering module
FGF13,CM05,doering module
FH,CM05,doering module
FIGNL1,CM05,doering module
FKBP2,CM05,doering module
FKBP5,CM05,doering module
FLNA,CM05,doering module
FLNB,CM05,doering module
FOXM1,CM05,doering module
FOXO1,CM05,doering module
FPGT,CM05,doering module
FRAT1,CM05,doering module
G6PD,CM05,doering module
GALNT3,CM05,doering module
GBP6,CM05,doering module
GEN1,CM05,doering module
GINS1,CM05,doering module
GINS2,CM05,doering module
GLRX,CM05,doering module
HMGN4,CM05,doering module
HMGN2,CM05,doering module
GMDS,CM05,doering module
GMNN,CM05,doering module
GNG5,CM05,doering module
GNPDA1,CM05,doering module
GNRH1,CM05,doering module
GOT2,CM05,doering module
GPI,CM05,doering module
GPR55,CM05,doering module
GPR89B,CM05,doering module
GPR89A,CM05,doering module
GPSM2,CM05,doering module
GSG2,CM05,doering module
GSR,CM05,doering module
GYG1,CM05,doering module
HLA-DQA2,CM05,doering module
HLA-DQA1,CM05,doering module
H2AFX,CM05,doering module
H2AFZ,CM05,doering module
HSD17B8,CM05,doering module
HAT1,CM05,doering module
HCLS1,CM05,doering module
HEATR5B,CM05,doering module
HELLS,CM05,doering module
HIF1A,CM05,doering module
HIST1H1A,CM05,doering module
HIST1H1B,CM05,doering module
HIST1H1E,CM05,doering module
HIST1H2BM,CM05,doering module
HIST1H2BI,CM05,doering module
HIST1H2BD,CM05,doering module
HIST1H3F,CM05,doering module
HIST1H3A,CM05,doering module
HIST1H4H,CM05,doering module
HIST1H4E,CM05,doering module
HIST1H4I,CM05,doering module
HIST2H2BF,CM05,doering module
HIST2H3A,CM05,doering module
HIST3H2A,CM05,doering module
HJURP,CM05,doering module
HMMR,CM05,doering module
HMOX1,CM05,doering module
HSPA9,CM05,doering module
HSPB11,CM05,doering module
ICAM2,CM05,doering module
IDH3A,CM05,doering module
IDI1,CM05,doering module
IFITM1,CM05,doering module
IL12RB2,CM05,doering module
IL2RA,CM05,doering module
INCENP,CM05,doering module
INO80C,CM05,doering module
INPP4B,CM05,doering module
IRAK3,CM05,doering module
IRF8,CM05,doering module
ITGA1,CM05,doering module
ITGAX,CM05,doering module
ITGB3,CM05,doering module
KARS,CM05,doering module
KDM5B,CM05,doering module
KIF14,CM05,doering module
KIF15,CM05,doering module
KIF18A,CM05,doering module
KIF1B,CM05,doering module
KIF20B,CM05,doering module
KIF22,CM05,doering module
KIF23,CM05,doering module
KIF2C,CM05,doering module
KIF4B,CM05,doering module
KIF4A,CM05,doering module
KLF2,CM05,doering module
KLF3,CM05,doering module
KPNA2,CM05,doering module
KPNA3,CM05,doering module
L3MBTL3,CM05,doering module
LAIR1,CM05,doering module
LAIR2,CM05,doering module
LANCL2,CM05,doering module
LAP3,CM05,doering module
LETM2,CM05,doering module
LGALS3BP,CM05,doering module
LIG1,CM05,doering module
LMAN2,CM05,doering module
LPAR6,CM05,doering module
LRMP,CM05,doering module
LZIC,CM05,doering module
M6PR,CM05,doering module
MACF1,CM05,doering module
MAD2L1,CM05,doering module
MAML2,CM05,doering module
MAP2K3,CM05,doering module
MAP3K8,CM05,doering module
MAPK6,CM05,doering module
MARVELD2,CM05,doering module
MBLAC2,CM05,doering module
MCM10,CM05,doering module
MCM2,CM05,doering module
MCM3,CM05,doering module
MCM4,CM05,doering module
MCM5,CM05,doering module
MCM6,CM05,doering module
MCM7,CM05,doering module
MELK,CM05,doering module
MFSD1,CM05,doering module
MGA,CM05,doering module
MPDU1,CM05,doering module
MPP5,CM05,doering module
MPP6,CM05,doering module
MRPL18,CM05,doering module
MRPL20,CM05,doering module
MRPL27,CM05,doering module
MRPS11,CM05,doering module
MRPS23,CM05,doering module
MT1X,CM05,doering module
MTBP,CM05,doering module
MTCH1,CM05,doering module
MTMR1,CM05,doering module
MYBL2,CM05,doering module
MYLIP,CM05,doering module
N4BP2L1,CM05,doering module
NANS,CM05,doering module
NASP,CM05,doering module
NCAPD2,CM05,doering module
NCAPG2,CM05,doering module
NCAPH,CM05,doering module
NDC80,CM05,doering module
NDUFA11,CM05,doering module
NDUFB8,CM05,doering module
NDUFS8,CM05,doering module
NEIL3,CM05,doering module
NEK2,CM05,doering module
NIPA2,CM05,doering module
NMRAL1,CM05,doering module
NRM,CM05,doering module
NUF2,CM05,doering module
NUSAP1,CM05,doering module
ODC1,CM05,doering module
P2RY13,CM05,doering module
P2RY14,CM05,doering module
P4HB,CM05,doering module
PACSIN1,CM05,doering module
PARP6,CM05,doering module
PARP8,CM05,doering module
PBK,CM05,doering module
PDCD4,CM05,doering module
PDE7A,CM05,doering module
PDK3,CM05,doering module
PFDN1,CM05,doering module
PFKP,CM05,doering module
PGAM1,CM05,doering module
PHC3,CM05,doering module
PHF21A,CM05,doering module
PIGP,CM05,doering module
PIK3C2A,CM05,doering module
PIM1,CM05,doering module
PLAC8,CM05,doering module
PLEKHA1,CM05,doering module
PLEKHO2,CM05,doering module
PLIN2,CM05,doering module
PLK1,CM05,doering module
PLK4,CM05,doering module
PLP2,CM05,doering module
PMCH,CM05,doering module
PMF1,CM05,doering module
POLA1,CM05,doering module
POLA2,CM05,doering module
POLD3,CM05,doering module
POLE,CM05,doering module
POLH,CM05,doering module
POPDC2,CM05,doering module
PPA1,CM05,doering module
PPP1R8,CM05,doering module
PQLC3,CM05,doering module
PRC1,CM05,doering module
PRELID1,CM05,doering module
PRIM1,CM05,doering module
PRIM2,CM05,doering module
PRR11,CM05,doering module
PSAT1,CM05,doering module
PSMA1,CM05,doering module
PSMA5,CM05,doering module
PSMB2,CM05,doering module
PSMB3,CM05,doering module
PSMB9,CM05,doering module
PSMC1,CM05,doering module
PSMC3IP,CM05,doering module
PSMD13,CM05,doering module
PSMD7,CM05,doering module
PSMD8,CM05,doering module
PTGR1,CM05,doering module
RAB18,CM05,doering module
RAB27A,CM05,doering module
RACGAP1,CM05,doering module
RAD51,CM05,doering module
RAD54L,CM05,doering module
RANGAP1,CM05,doering module
RASGRP1,CM05,doering module
RBL1,CM05,doering module
RBM3,CM05,doering module
RDH14,CM05,doering module
REL,CM05,doering module
RFC2,CM05,doering module
RFC3,CM05,doering module
RFC4,CM05,doering module
RFWD3,CM05,doering module
RHOH,CM05,doering module
RIC8B,CM05,doering module
RIPK3,CM05,doering module
RNASEH2B,CM05,doering module
RNF167,CM05,doering module
RNF169,CM05,doering module
RNPS1,CM05,doering module
ROM1,CM05,doering module
RPA1,CM05,doering module
RPA3,CM05,doering module
RPAP3,CM05,doering module
RPL12,CM05,doering module
RPN1,CM05,doering module
RPS12,CM05,doering module
RPS13,CM05,doering module
RPS27L,CM05,doering module
RRM1,CM05,doering module
RRM2,CM05,doering module
RUFY2,CM05,doering module
S100A10,CM05,doering module
SAE1,CM05,doering module
SAMD9L,CM05,doering module
SASS6,CM05,doering module
SCAI,CM05,doering module
SCAPER,CM05,doering module
SCPEP1,CM05,doering module
SCRN3,CM05,doering module
SCYL3,CM05,doering module
SDHB,CM05,doering module
SEC61A1,CM05,doering module
SEMA4D,CM05,doering module
SEMA7A,CM05,doering module
SERF2,CM05,doering module
SESN3,CM05,doering module
SF3A1,CM05,doering module
SFI1,CM05,doering module
SGMS1,CM05,doering module
SGO1,CM05,doering module
SHCBP1,CM05,doering module
SIVA1,CM05,doering module
SKAP2,CM05,doering module
SLBP,CM05,doering module
SLC14A1,CM05,doering module
SLC28A2,CM05,doering module
SLC2A14,CM05,doering module
SLC2A3,CM05,doering module
SLC31A1,CM05,doering module
SLC35A3,CM05,doering module
SLC35B1,CM05,doering module
SLC43A3,CM05,doering module
SLC9A9,CM05,doering module
SLFN12L,CM05,doering module
SLFN12,CM05,doering module
SLFN11,CM05,doering module
SLFN13,CM05,doering module
PRELID3B,CM05,doering module
SMARCA2,CM05,doering module
SMC2,CM05,doering module
SMN2,CM05,doering module
SMN1,CM05,doering module
SMURF2,CM05,doering module
SMYD3,CM05,doering module
SNF8,CM05,doering module
SNORA3A,CM05,doering module
SNORA41,CM05,doering module
SNORA65,CM05,doering module
SNORD22,CM05,doering module
SNORD32A,CM05,doering module
SNORD32B,CM05,doering module
SNORD49B,CM05,doering module
SNRK,CM05,doering module
SNRNP25,CM05,doering module
SPAG5,CM05,doering module
SPC24,CM05,doering module
SPIC,CM05,doering module
SPRED2,CM05,doering module
SQLE,CM05,doering module
SSR2,CM05,doering module
SSR3,CM05,doering module
SSRP1,CM05,doering module
STARD4,CM05,doering module
STRBP,CM05,doering module
SURF4,CM05,doering module
SWAP70,CM05,doering module
SYCE2,CM05,doering module
TACC3,CM05,doering module
TAF7,CM05,doering module
TARS,CM05,doering module
TASP1,CM05,doering module
TBCB,CM05,doering module
TCP11L2,CM05,doering module
TCTE3,CM05,doering module
TDG,CM05,doering module
TFDP3,CM05,doering module
TFDP1,CM05,doering module
TGFBI,CM05,doering module
TIPIN,CM05,doering module
TK1,CM05,doering module
TKT,CM05,doering module
TMBIM4,CM05,doering module
TMBIM6,CM05,doering module
TMED2,CM05,doering module
TMEM14C,CM05,doering module
TMEM14B,CM05,doering module
TMEM154,CM05,doering module
TMEM41B,CM05,doering module
TMEM42,CM05,doering module
TMPO,CM05,doering module
TNFSF9,CM05,doering module
TOPBP1,CM05,doering module
TPI1,CM05,doering module
TPX2,CM05,doering module
TRAPPC4,CM05,doering module
TRIM17,CM05,doering module
TRIP13,CM05,doering module
TRRAP,CM05,doering module
TSPAN2,CM05,doering module
TSPAN31,CM05,doering module
TSPO,CM05,doering module
TSPYL2,CM05,doering module
TTC3,CM05,doering module
TTK,CM05,doering module
TUBA1B,CM05,doering module
TUBB3,CM05,doering module
TUBG1,CM05,doering module
TUBGCP2,CM05,doering module
TYMS,CM05,doering module
UBA2,CM05,doering module
UBE2C,CM05,doering module
UBE2E3,CM05,doering module
UBE2L3,CM05,doering module
UBE2NL,CM05,doering module
UBE2S,CM05,doering module
UBE2V1,CM05,doering module
UBXN8,CM05,doering module
UFC1,CM05,doering module
UHRF1,CM05,doering module
USP1,CM05,doering module
USPL1,CM05,doering module
UTRN,CM05,doering module
VKORC1,CM05,doering module
VPS13A,CM05,doering module
WDHD1,CM05,doering module
WDR76,CM05,doering module
WEE1,CM05,doering module
WHSC1,CM05,doering module
XPNPEP1,CM05,doering module
YPEL3,CM05,doering module
YWHAE,CM05,doering module
YWHAH,CM05,doering module
ZBTB20,CM05,doering module
ZBTB32,CM05,doering module
ZBTB44,CM05,doering module
ZDHHC17,CM05,doering module
ZDHHC21,CM05,doering module
ZFP1,CM05,doering module
ZNF318,CM05,doering module
ZNF319,CM05,doering module
ZNF367,CM05,doering module
ZNF566,CM05,doering module
ZNF737,CM05,doering module
ZNF680,CM05,doering module
ZNF695,CM05,doering module
ZNF626,CM05,doering module
ZNF727,CM05,doering module
ZNF66,CM05,doering module
ZNF253,CM05,doering module
ZNF678,CM05,doering module
ZNF492,CM05,doering module
ZNF100,CM05,doering module
ZNF676,CM05,doering module
ZNF728,CM05,doering module
ZNF506,CM05,doering module
ZNF90,CM05,doering module
ZNF486,CM05,doering module
ZNF141,CM05,doering module
ZNF431,CM05,doering module
ZNF429,CM05,doering module
ZNF257,CM05,doering module
ZNF681,CM05,doering module
ZNF708,CM05,doering module
ZNF273,CM05,doering module
ZNF98,CM05,doering module
ZNF195,CM05,doering module
ZNF430,CM05,doering module
ZNF736,CM05,doering module
ZNF85,CM05,doering module
ZNF716,CM05,doering module
ZNF718,CM05,doering module
ZNF138,CM05,doering module
ZNF714,CM05,doering module
ZNF675,CM05,doering module
ZNF732,CM05,doering module
ZNF479,CM05,doering module
ZNF726,CM05,doering module
ZNF254,CM05,doering module
ZNF92,CM05,doering module
ZNF730,CM05,doering module
ZNF735,CM05,doering module
ZNF679,CM05,doering module
ZNF682,CM05,doering module
ZNF493,CM05,doering module
ZNF117,CM05,doering module
ZNF93,CM05,doering module
ZNF724,CM05,doering module
ZNF827,CM05,doering module
ZMYM2,CM05,doering module
ZMYM4,CM05,doering module
ZRSR2,CM05,doering module
ZRSR1,CM05,doering module
ADA,CM03,doering module
ADAM19,CM03,doering module
CAMP,CM03,doering module
CCL15,CM03,doering module
CCL23,CM03,doering module
CCL15-CCL14,CM03,doering module
CD24,CM03,doering module
CD81,CM03,doering module
CLEC4A,CM03,doering module
CRELD2,CM03,doering module
DDX18,CM03,doering module
ERGIC1,CM03,doering module
ESF1,CM03,doering module
GEMIN4,CM03,doering module
IL1B,CM03,doering module
ISCU,CM03,doering module
LCN2,CM03,doering module
LMAN1,CM03,doering module
LST1,CM03,doering module
LYZ,CM03,doering module
NCF1,CM03,doering module
NDUFAF4,CM03,doering module
NUPR1,CM03,doering module
PARP14,CM03,doering module
PILRA,CM03,doering module
PILRB,CM03,doering module
PLBD1,CM03,doering module
PREX1,CM03,doering module
PRG2,CM03,doering module
RNASE6,CM03,doering module
S100A9,CM03,doering module
SLC25A32,CM03,doering module
SLPI,CM03,doering module
SP140,CM03,doering module
SUOX,CM03,doering module
TPST1,CM03,doering module
TRAFD1,CM03,doering module
TREML4,CM03,doering module
TRIB1,CM03,doering module
TXNDC5,CM03,doering module
VAMP8,CM03,doering module
XBP1,CM03,doering module
ZNF326,CM03,doering module
CXorf40A,CM01,doering module
CXorf40B,CM01,doering module
C1orf21,CM01,doering module
C18orf54,CM01,doering module
C4orf32,CM01,doering module
ABCB1,CM01,doering module
APLP2,CM01,doering module
APOBEC2,CM01,doering module
AREG,CM01,doering module
ARRDC3,CM01,doering module
AS3MT,CM01,doering module
ATXN7L1,CM01,doering module
BTG2,CM01,doering module
BTG3,CM01,doering module
CAMK2N1,CM01,doering module
CAPN2,CM01,doering module
CASP1,CM01,doering module
CASP5,CM01,doering module
CCL4,CM01,doering module
CCL4L2,CM01,doering module
CCL15,CM01,doering module
CCL23,CM01,doering module
CCL15-CCL14,CM01,doering module
CCNYL1,CM01,doering module
CCRL2,CM01,doering module
CD200R1L,CM01,doering module
CD200R1,CM01,doering module
CD244,CM01,doering module
CD2AP,CM01,doering module
CD38,CM01,doering module
CD86,CM01,doering module
CDC42EP3,CM01,doering module
CDK6,CM01,doering module
CEP97,CM01,doering module
CHD7,CM01,doering module
CHN2,CM01,doering module
CHPT1,CM01,doering module
CHST11,CM01,doering module
CHST12,CM01,doering module
CHSY1,CM01,doering module
CLEC2D,CM01,doering module
CLEC2A,CM01,doering module
CMKLR1,CM01,doering module
COQ10B,CM01,doering module
CPEB2,CM01,doering module
CREM,CM01,doering module
CST2,CM01,doering module
CST4,CM01,doering module
CST1,CM01,doering module
CST5,CM01,doering module
CST7,CM01,doering module
CX3CR1,CM01,doering module
CXCL10,CM01,doering module
CXCL2,CM01,doering module
CXCL3,CM01,doering module
CXCL1,CM01,doering module
CXCR6,CM01,doering module
CYSLTR2,CM01,doering module
C21orf91,CM01,doering module
DAPK2,CM01,doering module
DGAT1,CM01,doering module
DHRS7,CM01,doering module
DHX40,CM01,doering module
DKC1,CM01,doering module
DNAJB6,CM01,doering module
DOCK5,CM01,doering module
DUSP1,CM01,doering module
DYNLT3,CM01,doering module
ELL2,CM01,doering module
EMB,CM01,doering module
ENPP5,CM01,doering module
EOMES,CM01,doering module
ERRFI1,CM01,doering module
F2RL2,CM01,doering module
FAM105A,CM01,doering module
FAM129A,CM01,doering module
FAM49A,CM01,doering module
FASLG,CM01,doering module
FCGRT,CM01,doering module
FGL2,CM01,doering module
FOSL2,CM01,doering module
FYN,CM01,doering module
GABARAPL2,CM01,doering module
GCH1,CM01,doering module
GEM,CM01,doering module
GFPT1,CM01,doering module
GIMAP7,CM01,doering module
GLA,CM01,doering module
GLCCI1,CM01,doering module
GNL3,CM01,doering module
GOLIM4,CM01,doering module
GOT1,CM01,doering module
GPD2,CM01,doering module
GSTT2,CM01,doering module
GSTT2B,CM01,doering module
GTF2B,CM01,doering module
HIST1H1C,CM01,doering module
HSPA13,CM01,doering module
IDE,CM01,doering module
IER2,CM01,doering module
IER3,CM01,doering module
IFI44,CM01,doering module
IFIH1,CM01,doering module
IFIT3,CM01,doering module
IKZF2,CM01,doering module
IKZF3,CM01,doering module
IL7R,CM01,doering module
IRAK2,CM01,doering module
IRF7,CM01,doering module
ISG15,CM01,doering module
ISG20,CM01,doering module
ITGAM,CM01,doering module
ITGAV,CM01,doering module
ITGB1,CM01,doering module
KBTBD11,CM01,doering module
KIF13B,CM01,doering module
KLRC4-KLRK1,CM01,doering module
KLRC4,CM01,doering module
KLRC1,CM01,doering module
KLRC3,CM01,doering module
KLRC2,CM01,doering module
LAG3,CM01,doering module
LAX1,CM01,doering module
LEF1,CM01,doering module
LITAF,CM01,doering module
LPIN1,CM01,doering module
LPXN,CM01,doering module
LRRFIP2,CM01,doering module
MAP1LC3B,CM01,doering module
MAP1LC3B2,CM01,doering module
METTL7A,CM01,doering module
METTL9,CM01,doering module
MKRN1,CM01,doering module
MRPS18B,CM01,doering module
MXD1,CM01,doering module
MXI1,CM01,doering module
MYADM,CM01,doering module
MYO1F,CM01,doering module
NAB1,CM01,doering module
NAIP,CM01,doering module
NKG7,CM01,doering module
NR4A2,CM01,doering module
NR4A3,CM01,doering module
NRP1,CM01,doering module
NSMAF,CM01,doering module
OAS1,CM01,doering module
OCIAD2,CM01,doering module
P2RY10,CM01,doering module
PDCD1,CM01,doering module
PDLIM1,CM01,doering module
PECAM1,CM01,doering module
PERP,CM01,doering module
PGM2L1,CM01,doering module
PIK3IP1,CM01,doering module
PLA2G16,CM01,doering module
PLEKHF1,CM01,doering module
PLSCR2,CM01,doering module
PLSCR1,CM01,doering module
PPM1J,CM01,doering module
PRELID2,CM01,doering module
PTGER4,CM01,doering module
PTPN13,CM01,doering module
PTPN4,CM01,doering module
RAB39B,CM01,doering module
RAP2A,CM01,doering module
RBL2,CM01,doering module
RBM38,CM01,doering module
RCN3,CM01,doering module
RGS1,CM01,doering module
RGS2,CM01,doering module
RHOB,CM01,doering module
RNF19B,CM01,doering module
RNF2,CM01,doering module
RNF216,CM01,doering module
RPLP1,CM01,doering module
RRAS2,CM01,doering module
RRP15,CM01,doering module
RSAD2,CM01,doering module
RTP4,CM01,doering module
RYBP,CM01,doering module
S1PR5,CM01,doering module
